"region_city","city_name","habitantes","cnae_secao","cnae_divisao","cnae_grupo","cnae_classe","cnae_subclasse","pct_cnae_secao","pct_cnae_divisao","pct_cnae_grupo","pct_cnae_classe","pct_cnae_subclasse"
"6875",PIRACICABA,404142,20,82,256,574,1011,0.95238095238095238095,0.94252873563218390805,0.89824561403508771930,0.85289747399702823180,0.76072234762979683973
"3515",FEIRA DE SANTANA,614872,21,85,263,577,1010,1.00000000000000000000,0.97701149425287356322,0.92280701754385964912,0.85735512630014858841,0.75996990218209179834
"3105",ARACAJU,657013,21,86,269,572,1007,1.00000000000000000000,0.98850574712643678161,0.94385964912280701754,0.84992570579494799406,0.75771256583897667419
"1219",TERESINA,864845,21,86,265,576,1006,1.00000000000000000000,0.98850574712643678161,0.92982456140350877193,0.85586924219910846954,0.75696012039127163281
"3",PORTO VELHO,529544,21,85,257,567,1004,1.00000000000000000000,0.97701149425287356322,0.90175438596491228070,0.84249628528974739970,0.75545522949586155004
"6213",BARUERI,274182,20,84,262,587,1004,0.95238095238095238095,0.96551724137931034483,0.91929824561403508772,0.87221396731054977712,0.75545522949586155004
"6619",JUNDIAI,418962,20,82,253,566,1000,0.95238095238095238095,0.94252873563218390805,0.88771929824561403509,0.84101040118870728083,0.75244544770504138450
"7885",SAO JOSE DOS PINHAIS,323340,20,82,251,568,1000,0.95238095238095238095,0.94252873563218390805,0.88070175438596491228,0.84398216939078751857,0.75244544770504138450
"4733",JUIZ DE FORA,568873,20,84,255,568,1000,0.95238095238095238095,0.96551724137931034483,0.89473684210526315789,0.84398216939078751857,0.75244544770504138450
"8589",CANOAS,346616,21,86,263,582,999,1.00000000000000000000,0.98850574712643678161,0.92280701754385964912,0.86478454680534918276,0.75169300225733634312
"5699",SERRA,517510,20,85,259,569,991,0.95238095238095238095,0.97701149425287356322,0.90877192982456140351,0.84546805349182763744,0.74567343867569601204
"6219",BAURU,376818,20,84,260,563,988,0.95238095238095238095,0.96551724137931034483,0.91228070175438596491,0.83655274888558692422,0.74341610233258088789
"8047",BLUMENAU,357199,21,85,261,568,987,1.00000000000000000000,0.97701149425287356322,0.91578947368421052632,0.84398216939078751857,0.74266365688487584650
"5703",VILA VELHA,493838,21,84,260,551,985,1.00000000000000000000,0.96551724137931034483,0.91228070175438596491,0.81872213967310549777,0.74115876598946576373
"9221",ANAPOLIS,386923,21,86,253,556,984,1.00000000000000000000,0.98850574712643678161,0.88771929824561403509,0.82615156017830609212,0.74040632054176072235
"6789",OSASCO,698418,20,83,261,571,984,0.95238095238095238095,0.95402298850574712644,0.91578947368421052632,0.84843982169390787519,0.74040632054176072235
"5869",NOVA IGUACU,821128,21,85,257,571,982,1.00000000000000000000,0.97701149425287356322,0.90175438596491228070,0.84843982169390787519,0.73890142964635063958
"7057",SANTO ANDRE,718773,20,82,253,557,981,0.95238095238095238095,0.94252873563218390805,0.88771929824561403509,0.82763744427934621100,0.73814898419864559819
"8161",ITAJAI,219536,20,85,261,572,981,0.95238095238095238095,0.97701149425287356322,0.91578947368421052632,0.84992570579494799406,0.73814898419864559819
"7071",SANTOS,433311,21,86,260,557,980,1.00000000000000000000,0.98850574712643678161,0.91228070175438596491,0.82763744427934621100,0.73739653875094055681
"7493",CASCAVEL,328454,20,82,255,563,979,0.95238095238095238095,0.94252873563218390805,0.89473684210526315789,0.83655274888558692422,0.73664409330323551543
"5865",NITEROI,513584,21,86,256,550,977,1.00000000000000000000,0.98850574712643678161,0.89824561403508771930,0.81723625557206537890,0.73513920240782543266
"2457",JABOATAO DOS GUARARAPES,702298,21,84,260,564,976,1.00000000000000000000,0.96551724137931034483,0.91228070175438596491,0.83803863298662704309,0.73438675696012039127
"5401",UBERABA,333783,21,85,249,554,972,1.00000000000000000000,0.97701149425287356322,0.87368421052631578947,0.82317979197622585438,0.73137697516930022573
"5897",SAO GONCALO,1084839,20,84,258,556,968,0.95238095238095238095,0.96551724137931034483,0.90526315789473684211,0.82615156017830609212,0.72836719337848006020
"8771",NOVO HAMBURGO,246748,21,84,258,564,967,1.00000000000000000000,0.96551724137931034483,0.90526315789473684211,0.83803863298662704309,0.72761474793077501881
"8791",PELOTAS,342405,21,84,250,549,965,1.00000000000000000000,0.96551724137931034483,0.87719298245614035088,0.81575037147102526003,0.72610985703536493604
"7777",PONTA GROSSA,351736,21,84,253,557,963,1.00000000000000000000,0.96551724137931034483,0.88771929824561403509,0.82763744427934621100,0.72460496613995485327
"6639",LIMEIRA,306114,21,85,253,557,962,1.00000000000000000000,0.97701149425287356322,0.88771929824561403509,0.82763744427934621100,0.72385252069224981189
"6713",MOGI DAS CRUZES,445842,20,80,249,545,960,0.95238095238095238095,0.91954022988505747126,0.87368421052631578947,0.80980683506686478455,0.72234762979683972912
"3685",LAURO DE FREITAS,198440,20,84,256,549,956,0.95238095238095238095,0.96551724137931034483,0.89824561403508771930,0.81575037147102526003,0.71933784800601956358
"7079",SAO CARLOS,251983,20,83,252,552,948,0.95238095238095238095,0.95402298850574712644,0.88421052631578947368,0.82020802377414561664,0.71331828442437923251
"9227",APARECIDA DE GOIANIA,578179,20,85,254,554,946,0.95238095238095238095,0.97701149425287356322,0.89122807017543859649,0.82317979197622585438,0.71181339352896914974
"5819",CAMPOS DOS GOYTACAZES,507548,20,85,253,544,940,0.95238095238095238095,0.97701149425287356322,0.88771929824561403509,0.80832095096582466568,0.70729872084273890143
"9733",PALMAS,299127,20,81,241,528,940,0.95238095238095238095,0.93103448275862068966,0.84561403508771929825,0.78454680534918276374,0.70729872084273890143
"9167",VARZEA GRANDE,284971,21,85,247,536,932,1.00000000000000000000,0.97701149425287356322,0.86666666666666666667,0.79643387815750371471,0.70127915726109857035
"8089",CRICIUMA,215186,21,86,249,541,932,1.00000000000000000000,0.98850574712643678161,0.87368421052631578947,0.80386329866270430906,0.70127915726109857035
"8683",GRAVATAI,281519,21,83,249,547,931,1.00000000000000000000,0.95402298850574712644,0.87368421052631578947,0.81277860326894502229,0.70052671181339352897
"4865",MONTES CLAROS,409341,21,84,251,544,930,1.00000000000000000000,0.96551724137931034483,0.88070175438596491228,0.80832095096582466568,0.69977426636568848758
"6163",ARARAQUARA,236072,20,82,253,538,927,0.95238095238095238095,0.94252873563218390805,0.88771929824561403509,0.79940564635958395245,0.69751693002257336343
"6511",INDAIATUBA,251627,20,82,244,535,925,0.95238095238095238095,0.94252873563218390805,0.85614035087719298246,0.79494799405646359584,0.69601203912716328066
"6155",ARACATUBA,197016,20,82,246,523,924,0.95238095238095238095,0.94252873563218390805,0.86315789473684210526,0.77711738484398216939,0.69525959367945823928
